2022210027,85.84
2022210067,84.75
2022213778,82.61
2023210047,84.9
2023210710,90.25
2023210816,86.64
2023210826,83.78
2023210880,86.42
2023210883,82.25
2023210884,89.5
2023210885,86.64
2023210886,89.26
2023210888,87.97
2023210889,75.23
2023210892,84.89
2023210894,90.52
2023210896,90.36
2023210897,80.57
2023210900,87.52
2023210901,72.99
2023210902,83.16
2023210903,80.86
2023210904,79.38
2023210905,84.17
2023210907,76.78
2023210908,79.62
2023210909,72.71
2023210910,81.7
2023210913,86.08
2023210914,90.29
2023210915,78.59
2023210916,84.6
2023210917,80.75
2023210918,76.28
2023210920,86.77
2023210921,83.83
2023210922,88.2
2023210923,87.5
2023210924,75.68
2023210926,81.27
2023210927,79.02
2023210928,81.33
2023210931,72.94
2023210933,79.94
2023210934,75.7
2023210937,73.76
2023210938,83.99
2023210939,83.22
2023210940,81.82
2023210941,86.13
2023210943,75.7
2023210944,86.36
2023210945,86.06
2023210946,78.43
2023210947,82.65
2023210948,79.65
2023210949,75.71
2023210950,80.51
2023210952,84.63
2023210954,80.1
2023210955,92.01
2023210956,88.5
2023210957,82.7
2023210958,87.23
2023210960,82.17
2023210962,80.7
2023210963,86.04
2023210964,82.35
2023210965,76.18
2023210966,71.65
2023210969,74.18
2023210971,83.6
2023210973,80.84
2023210974,77.81
2023210975,83.18
2023210978,76.52
2023210979,82.31
2023210980,86.42
2023210981,81.69
2023210982,82.12
2023210983,90.64
2023210984,88.77
2023210985,89.55
2023210986,85.96
2023210989,70.7
2023210990,91.04
2023210991,85.67
2023210992,89.24
2023210993,79.38
2023210994,88.93
2023210995,72.11
2023210998,77.95
2023210999,79.83
2023211000,89.17
2023211002,77.91
2023211003,89.79
2023211004,91.56
2023211005,85.2
2023211007,88.42
2023211009,79.35
2023211010,86.9
2023211011,91.12
2023211013,70.38
2023211014,84.5
2023211016,88.33
2023211018,73.97
2023211019,71.0
2023211020,90.04
2023211022,73.91
2023211027,72.29
2023211028,73.12
2023211030,77.99
2023211031,77.71
2023211032,81.71
2023211035,82.97
2023211036,84.19
2023211037,75.9
2023211038,88.78
2023211039,76.47
2023211040,86.15
2023211041,87.52
2023211044,82.65
2023211045,87.23
2023211047,90.61
2023211049,85.96
2023211050,86.43
2023211051,79.02
2023211053,85.84
2023211054,81.89
2023211055,82.77
2023211056,71.17
2023211057,89.06
2023211058,85.55
2023211059,74.17
2023211060,83.09
2023211061,81.75
2023211062,81.95
2023211063,86.12
2023211064,81.06
2023211067,82.91
2023211068,74.32
2023211071,83.8
2023211072,83.19
2023211073,84.33
2023211074,87.22
2023211076,85.37
2023211079,74.04
2023211080,83.92
2023211081,84.37
2023211082,80.8
2023211083,83.99
2023211084,75.2
2023211085,77.58
2023211086,74.46
2023211087,81.8
2023211088,92.18
2023211089,90.15
2023211090,78.4
2023211092,79.81
2023211093,87.9
2023211094,82.04
2023211095,87.96
2023211096,81.61
2023211097,84.76
2023211098,87.68
2023211099,80.52
2023211100,85.99
2023211102,92.57
2023211103,92.19
2023211104,89.66
2023211106,79.93
2023211107,86.83
2023211108,90.97
2023211109,86.21
2023211111,90.32
2023211112,86.43
2023211113,76.18
2023211114,84.75
2023211116,88.36
2023211118,84.1
2023211119,82.17
2023211123,81.97
2023211126,86.58
2023211127,88.67
2023211128,80.19
2023211129,88.31
2023211130,83.29
2023211131,79.1
2023211133,80.91
2023211135,76.35
2023211136,84.65
2023211137,73.68
2023211138,85.14
2023211140,82.86
2023211141,72.12
2023211143,78.07
2023211144,87.98
2023211145,77.52
2023211146,75.51
2023211147,79.53
2023211148,84.31
2023211150,86.12
2023211152,81.7
2023211156,86.23
2023211157,92.36
2023211158,81.26
2023211159,80.78
2023211160,79.01
2023211161,86.14
2023211162,70.32
2023211163,79.94
2023211164,91.12
2023211166,88.49
2023211167,72.34
2023211168,76.77
2023211173,88.51
2023211174,79.56
2023211175,79.27
2023211176,77.39
2023211177,82.45
2023211178,80.65
2023211179,82.98
2023211180,85.64
2023211182,72.37
2023211183,80.32
2023211184,79.31
2023211185,75.91
2023211186,70.02
2023211187,79.55
2023211188,83.69
2023211189,75.32
2023211190,86.06
2023211191,79.14
2023211193,84.66
2023211194,79.76
2023211196,87.79
2023211197,84.79
2023211198,75.81
2023211199,80.96
2023211201,84.68
2023211202,78.23
2023211203,84.81
2023211205,84.63
2023211207,79.3
2023211208,71.96
2023211209,85.45
2023211211,78.2
2023211212,86.01
2023211214,81.62
2023211215,79.35
2023211216,77.83
2023211217,76.03
2023211218,84.5
2023211219,85.59
2023211220,70.26
2023211221,82.83
2023211222,78.31
2023211223,74.86
2023211225,79.86
2023211226,76.95
2023211227,86.03
2023211231,87.69
2023211232,81.88
2023211233,93.63
2023211234,87.95
2023211235,89.79
2023211236,88.46
2023211237,84.51
2023211238,81.6
2023211239,86.83
2023211240,74.7
2023211241,79.53
2023211243,85.28
2023211245,81.32
2023211247,80.94
2023211249,74.86
2023211250,85.0
2023211251,85.41
2023211252,91.81
2023211254,81.19
2023211255,87.25
2023211256,87.09
2023211257,81.58
2023211258,88.68
2023211259,70.06
2023211260,91.21
2023211261,77.1
2023211262,77.69
2023211264,83.98
2023211267,81.34
2023211269,86.45
2023211270,81.59
2023211271,74.91
2023211272,82.0
2023211273,89.95
2023211274,79.35
2023211275,78.73
2023211276,84.27
2023211277,81.45
2023211280,86.59
2023211281,79.4
2023211282,82.11
2023211283,87.69
2023211284,83.97
2023211288,88.41
2023211289,71.61
2023211290,85.95
2023211291,85.13
2023211293,82.65
2023211294,83.16
2023211295,83.09
2023211296,77.92
2023211298,84.12
2023211299,86.65
2023211300,92.19
2023211301,86.58
2023211302,81.8
2023211304,88.15
2023211310,85.61
2023211311,77.65
2023211312,77.03
2023211314,88.06
2023211319,83.85
2023211345,88.11
2023211432,79.2
2023211728,87.36
2023211735,83.3
2023211759,92.08
2023211778,83.85
2023211964,86.99
2023212005,82.24
2023212122,90.47
2023212185,84.85
2023212194,86.22
2023212219,86.32
2023212304,86.08
2023212334,88.17
2023212337,82.69
2023212342,78.27
2023212350,87.35
2023212351,83.53
2023212460,87.26
2023212516,87.31
2023212539,91.13
2023212555,82.6
2023212796,76.68
2023212832,84.76
2023212872,83.69
